fecha,provincia,consumo_total,temperatura_media
2023-01-04,TOLEDO,20247.0,6.544444444444444
2023-01-04,VALENCIA,41488.0,10.575
2023-01-04,VALLADOLID,17478.0,1.422222222222222
2023-01-04,ZAMORA,25253.0,1.7692307692307692
2023-01-04,ZARAGOZA,27676.0,6.171428571428572
2023-01-05,A CORUÑA,36955.0,10.394444444444444
2023-01-05,ALBACETE,23905.0,6.6000000000000005
2023-01-05,ALICANTE,24810.0,10.616666666666667
2023-01-05,ALMERIA,20895.0,13.15
2023-01-05,ARABA/ALAVA,19501.0,6.0
2023-01-05,ASTURIAS,47722.0,9.187999999999999
2023-01-05,AVILA,16373.0,5.0
2023-01-05,BADAJOZ,47172.0,9.5875
2023-01-05,BALEARES,8156.0,10.75
2023-01-05,BARCELONA,47907.0,8.637500000000001
2023-01-05,BIZKAIA,18903.0,10.166666666666666
2023-01-05,BURGOS,29174.0,3.6357142857142857
2023-01-05,CACERES,56859.0,8.006896551724138
2023-01-05,CADIZ,28594.0,14.24
2023-01-05,CANTABRIA,41580.0,8.866666666666665
2023-01-05,CASTELLON,19461.0,8.411111111111111
2023-01-05,CEUTA,1196.0,16.4
2023-01-05,CIUDAD REAL,24460.0,5.607692307692308
2023-01-05,CORDOBA,32601.0,10.786666666666667
2023-01-05,CUENCA,19973.0,6.05
2023-01-05,GIPUZKOA,31253.0,10.473333333333333
2023-01-05,GIRONA,43265.0,9.395238095238096
2023-01-05,GRANADA,24811.0,9.541666666666666
2023-01-05,GUADALAJARA,15624.0,6.1
2023-01-05,HUELVA,23766.0,12.835714285714285
2023-01-05,HUESCA,62090.0,4.503448275862069
2023-01-05,ILLES BALEARS,78624.0,11.175675675675675
2023-01-05,JAEN,24827.0,10.375
2023-01-05,LA RIOJA,15561.0,6.25
2023-01-05,LAS PALMAS,73169.0,17.237142857142857
2023-01-05,LEON,26967.0,3.9583333333333335
2023-01-05,LLEIDA,45036.0,3.309090909090909
2023-01-05,LUGO,20201.0,8.372727272727273
2023-01-05,MADRID,40833.0,6.866666666666666
2023-01-05,MALAGA,46933.0,14.430434782608694
2023-01-05,MELILLA,1407.0,15.4
2023-01-05,MURCIA,57747.0,10.50357142857143
2023-01-05,NAVARRA,42967.0,7.254545454545454
2023-01-05,OURENSE,28192.0,5.508333333333333
2023-01-05,PALENCIA,17853.0,3.3375
2023-01-05,PONTEVEDRA,27821.0,9.549999999999999
2023-01-05,SALAMANCA,27131.0,3.3666666666666667
2023-01-05,SANTA CRUZ DE TENERIFE,15776.0,16.7625
2023-01-05,SEGOVIA,16793.0,5.228571428571429
2023-01-05,SEVILLA,31888.0,12.520000000000001
2023-01-05,SORIA,25735.0,5.699999999999999
2023-01-05,STA. CRUZ DE TENERIFE,114647.0,15.022807017543858
2023-01-05,TARRAGONA,18580.0,7.55
2023-01-05,TERUEL,32832.0,5.652941176470588
2023-01-05,TOLEDO,18233.0,6.45
2023-01-05,VALENCIA,43721.0,9.885
2023-01-05,VALLADOLID,19168.0,1.1
2023-01-05,ZAMORA,25024.0,1.6846153846153848
2023-01-05,ZARAGOZA,27632.0,5.3500000000000005
2023-01-06,A CORUÑA,34324.0,10.894117647058822
2023-01-06,ALBACETE,23094.0,6.908333333333334
2023-01-06,ALICANTE,25135.0,10.85
2023-01-06,ALMERIA,22506.0,12.370000000000001
2023-01-06,ARABA/ALAVA,16982.0,5.655555555555555
2023-01-06,ASTURIAS,55154.0,8.527999999999999
2023-01-06,AVILA,19488.0,4.11
2023-01-06,BADAJOZ,49446.0,8.441666666666666
2023-01-06,BALEARES,7803.0,10.575
2023-01-06,BARCELONA,48648.0,8.179166666666667
2023-01-06,BIZKAIA,18200.0,8.933333333333334
2023-01-06,BURGOS,28336.0,2.25
2023-01-06,CACERES,51714.0,6.003448275862069
2023-01-06,CADIZ,27057.0,13.16
2023-01-06,CANTABRIA,39720.0,8.29047619047619
2023-01-06,CASTELLON,18088.0,8.911111111111111
2023-01-06,CEUTA,1377.0,15.2
2023-01-06,CIUDAD REAL,27064.0,6.269230769230769
2023-01-06,CORDOBA,33648.0,9.94
2023-01-06,CUENCA,17390.0,4.844444444444445
2023-01-06,GIPUZKOA,32504.0,9.16
2023-01-06,GIRONA,42870.0,8.028571428571428
2023-01-06,GRANADA,23526.0,9.091666666666667
2023-01-06,GUADALAJARA,16867.0,5.199999999999999
2023-01-06,HUELVA,28716.0,11.342857142857143
2023-01-06,HUESCA,59710.0,3.9655172413793105
2023-01-06,ILLES BALEARS,68945.0,11.255555555555555
2023-01-06,JAEN,19896.0,9.141666666666667
2023-01-06,LA RIOJA,18315.0,4.9
2023-01-06,LAS PALMAS,68227.0,16.794285714285714
2023-01-06,LEON,23884.0,1.4000000000000001
2023-01-06,LLEIDA,39945.0,3.5333333333333337
2023-01-06,LUGO,21441.0,7.3
2023-01-06,MADRID,43381.0,5.5636363636363635
2023-01-06,MALAGA,42333.0,13.877272727272727
2023-01-06,MELILLA,1678.0,14.8
2023-01-06,MURCIA,48990.0,10.403571428571428
2023-01-06,NAVARRA,43540.0,4.2681818181818185
2023-01-06,OURENSE,22827.0,3.725
2023-01-06,PALENCIA,15647.0,0.425
2023-01-06,PONTEVEDRA,29220.0,8.528571428571428
2023-01-06,SALAMANCA,25922.0,3.1076923076923078
2023-01-06,SANTA CRUZ DE TENERIFE,14552.0,16.0875
2023-01-06,SEGOVIA,13726.0,4.071428571428571
2023-01-06,SEVILLA,30705.0,11.446666666666665
2023-01-06,SORIA,24721.0,4.9
2023-01-06,STA. CRUZ DE TENERIFE,115763.0,14.308771929824562
2023-01-06,TARRAGONA,24098.0,7.090909090909091
2023-01-06,TERUEL,32136.0,5.4411764705882355
2023-01-06,TOLEDO,20690.0,5.433333333333334
2023-01-06,VALENCIA,37787.0,9.92
2023-01-06,VALLADOLID,14441.0,-0.3
2023-01-06,ZAMORA,24427.0,0.823076923076923
2023-01-06,ZARAGOZA,25821.0,3.664285714285714
2023-01-07,A CORUÑA,34632.0,11.827777777777778
2023-01-07,ALBACETE,23345.0,6.691666666666666
2023-01-07,ALICANTE,22386.0,11.475
2023-01-07,ALMERIA,23114.0,12.819999999999999
2023-01-07,ARABA/ALAVA,18776.0,5.300000000000001
2023-01-07,ASTURIAS,54747.0,10.504000000000001
2023-01-07,AVILA,18904.0,4.2
2023-01-07,BADAJOZ,45571.0,9.504166666666666
2023-01-07,BALEARES,7391.0,13.05
2023-01-07,BARCELONA,44395.0,7.7250000000000005
2023-01-07,BIZKAIA,19850.0,11.2
2023-01-07,BURGOS,29772.0,4.771428571428571
2023-01-07,CACERES,58074.0,8.565517241379311
2023-01-07,CADIZ,32356.0,12.3
2023-01-07,CANTABRIA,41804.0,10.29047619047619
2023-01-07,CASTELLON,16850.0,8.422222222222222
2023-01-07,CEUTA,1862.0,16.0
2023-01-07,CIUDAD REAL,27082.0,6.4692307692307685
2023-01-07,CORDOBA,27664.0,9.2
2023-01-07,CUENCA,20771.0,3.85
2023-01-07,GIPUZKOA,32160.0,10.85
2023-01-07,GIRONA,45018.0,8.452380952380953
2023-01-07,GRANADA,24945.0,9.066666666666666
2023-01-07,GUADALAJARA,20304.0,2.977777777777778
2023-01-07,HUELVA,29134.0,11.507142857142856
2023-01-07,HUESCA,54762.0,2.5172413793103448
2023-01-07,ILLES BALEARS,81938.0,12.654054054054054
2023-01-07,JAEN,24917.0,9.408333333333333
2023-01-07,LA RIOJA,18982.0,3.7375
2023-01-07,LAS PALMAS,71675.0,16.705714285714283
2023-01-07,LEON,21875.0,4.1499999999999995
2023-01-07,LLEIDA,43191.0,3.0545454545454547
2023-01-07,LUGO,20228.0,10.127272727272727
2023-01-07,MADRID,45297.0,2.8363636363636364
2023-01-07,MALAGA,49224.0,14.022727272727273
2023-01-07,MELILLA,1718.0,14.6
2023-01-07,MURCIA,54786.0,10.971428571428572
2023-01-07,NAVARRA,43242.0,5.3999999999999995
2023-01-07,OURENSE,22855.0,8.758333333333333
2023-01-07,PALENCIA,18328.0,3.725
2023-01-07,PONTEVEDRA,21189.0,11.935714285714285
2023-01-07,SALAMANCA,25948.0,6.376923076923077
2023-01-07,SANTA CRUZ DE TENERIFE,14770.0,16.0875
2023-01-07,SEGOVIA,11949.0,4.214285714285714
2023-01-07,SEVILLA,29616.0,10.206666666666667
2023-01-07,SORIA,25680.0,2.6538461538461537
2023-01-07,STA. CRUZ DE TENERIFE,117004.0,14.191228070175438
2023-01-07,TARRAGONA,23706.0,7.2727272727272725
2023-01-07,TERUEL,35315.0,4.541176470588235
2023-01-07,TOLEDO,18389.0,5.688888888888889
2023-01-07,VALENCIA,41372.0,9.77
2023-01-07,VALLADOLID,18060.0,5.833333333333333
2023-01-07,ZAMORA,27557.0,6.415384615384616
2023-01-07,ZARAGOZA,27856.0,4.457142857142857
2023-01-08,A CORUÑA,34223.0,10.8
2023-01-08,ALBACETE,24349.0,11.983333333333334
2023-01-08,ALICANTE,24885.0,13.683333333333332
2023-01-08,ALMERIA,19639.0,14.790000000000001
2023-01-08,ARABA/ALAVA,19610.0,8.88888888888889
2023-01-08,ASTURIAS,48970.0,9.8
2023-01-08,AVILA,19097.0,10.15
2023-01-08,BADAJOZ,50785.0,14.070833333333333
2023-01-08,BALEARES,7671.0,14.7
2023-01-08,BARCELONA,46521.0,9.8125
2023-01-08,BIZKAIA,17859.0,11.566666666666666
2023-01-08,BURGOS,27989.0,9.328571428571427
2023-01-08,CACERES,59442.0,11.986206896551725
2023-01-08,CADIZ,31234.0,15.639999999999999
2023-01-08,CANTABRIA,41480.0,10.676190476190476
2023-01-08,CASTELLON,18819.0,13.511111111111111
2023-01-08,CEUTA,2808.0,17.0
2023-01-08,CIUDAD REAL,24087.0,12.461538461538462
2023-01-08,CORDOBA,34624.0,13.846666666666666
2023-01-08,CUENCA,21100.0,10.7
2023-01-08,GIPUZKOA,28300.0,11.7125
2023-01-08,GIRONA,39030.0,10.59047619047619
2023-01-08,GRANADA,25434.0,11.15
2023-01-08,GUADALAJARA,17018.0,9.077777777777778
2023-01-08,HUELVA,27955.0,15.907142857142857
2023-01-08,HUESCA,60967.0,4.586206896551724
2023-01-08,ILLES BALEARS,71192.0,15.162162162162161
2023-01-08,JAEN,26407.0,12.008333333333333
2023-01-08,LA RIOJA,14452.0,7.8375
2023-01-08,LAS PALMAS,65370.0,16.742857142857144
2023-01-08,LEON,24467.0,8.0
2023-01-08,LLEIDA,52057.0,5.445454545454545
2023-01-08,LUGO,21310.0,9.354545454545455
2023-01-08,MADRID,45648.0,9.431818181818182
2023-01-08,MALAGA,45388.0,14.759090909090908
2023-01-08,MELILLA,1062.0,17.6
2023-01-08,MURCIA,56745.0,13.457142857142857
2023-01-08,NAVARRA,43072.0,8.786363636363637
2023-01-08,OURENSE,24457.0,10.166666666666666
2023-01-08,PALENCIA,18112.0,7.887499999999999
2023-01-08,PONTEVEDRA,26260.0,11.2
2023-01-08,SALAMANCA,22261.0,9.392307692307693
2023-01-08,SANTA CRUZ DE TENERIFE,16171.0,16.45
2023-01-08,SEGOVIA,16658.0,8.471428571428572
2023-01-08,SEVILLA,29842.0,15.473333333333333
2023-01-08,SORIA,25667.0,8.553846153846154
2023-01-08,STA. CRUZ DE TENERIFE,119052.0,14.542105263157895
2023-01-08,TARRAGONA,18402.0,11.054545454545455
2023-01-08,TERUEL,30740.0,11.058823529411764
2023-01-08,TOLEDO,16558.0,12.31111111111111
2023-01-08,VALENCIA,41246.0,16.130000000000003
2023-01-08,VALLADOLID,20113.0,10.344444444444443
2023-01-08,ZAMORA,26410.0,9.86153846153846
2023-01-08,ZARAGOZA,24244.0,9.978571428571428
2023-01-09,A CORUÑA,37695.0,9.738888888888887
2023-01-09,ALBACETE,24777.0,11.1
2023-01-09,ALICANTE,26425.0,16.708333333333332
2023-01-09,ALMERIA,16061.0,16.85
2023-01-09,ARABA/ALAVA,19820.0,6.133333333333334
2023-01-09,ASTURIAS,48677.0,8.328
2023-01-09,AVILA,20604.0,6.94
2023-01-09,BADAJOZ,48277.0,12.3125
2023-01-09,BALEARES,10085.0,15.719999999999999
2023-01-09,BARCELONA,41508.0,9.695833333333333
2023-01-09,BIZKAIA,15941.0,8.422222222222222
2023-01-09,BURGOS,28166.0,4.985714285714286
2023-01-09,CACERES,61205.0,10.827586206896552
2023-01-09,CADIZ,29075.0,16.44
2023-01-09,CANTABRIA,43452.0,8.157142857142858
2023-01-09,CASTELLON,20065.0,10.166666666666666
2023-01-09,CEUTA,1945.0,17.9
2023-01-09,CIUDAD REAL,26799.0,11.376923076923077
2023-01-09,CORDOBA,30705.0,13.486666666666668
2023-01-09,CUENCA,18990.0,7.74
2023-01-09,GIPUZKOA,31774.0,8.3375
2023-01-09,GIRONA,40030.0,9.752380952380953
2023-01-09,GRANADA,22254.0,12.208333333333334
2023-01-09,GUADALAJARA,20630.0,5.922222222222222
2023-01-09,HUELVA,25188.0,14.75
2023-01-09,HUESCA,53924.0,4.606896551724137
2023-01-09,ILLES BALEARS,76152.0,14.991666666666667
2023-01-09,JAEN,25394.0,12.491666666666667
2023-01-09,LA RIOJA,17620.0,6.3500000000000005
2023-01-09,LAS PALMAS,74997.0,16.985714285714284
2023-01-09,LEON,25719.0,4.916666666666667
2023-01-09,LLEIDA,40548.0,5.2681818181818185
2023-01-09,LUGO,22926.0,7.590909090909091
2023-01-09,MADRID,42218.0,7.195454545454546
2023-01-09,MALAGA,42409.0,17.29090909090909
2023-01-09,MELILLA,1395.0,18.8
2023-01-09,MURCIA,55379.0,16.939285714285713
2023-01-09,NAVARRA,40331.0,6.9772727272727275
2023-01-09,OURENSE,20522.0,7.233333333333333
2023-01-09,PALENCIA,18546.0,3.9375
2023-01-09,PONTEVEDRA,26830.0,9.346153846153847
2023-01-09,SALAMANCA,27720.0,6.407692307692307
2023-01-09,SANTA CRUZ DE TENERIFE,16203.0,16.575
2023-01-09,SEGOVIA,13339.0,4.4
2023-01-09,SEVILLA,27720.0,15.046666666666665
2023-01-09,SORIA,28941.0,4.723076923076923
2023-01-09,STA. CRUZ DE TENERIFE,116516.0,14.544642857142858
2023-01-09,TARRAGONA,26156.0,11.845454545454546
2023-01-09,TERUEL,32751.0,7.017647058823529
2023-01-09,TOLEDO,17331.0,10.122222222222222
2023-01-09,VALENCIA,42997.0,14.225
2023-01-09,VALLADOLID,15919.0,5.9
2023-01-09,ZAMORA,23392.0,6.3538461538461535
2023-01-09,ZARAGOZA,29671.0,8.528571428571428
2023-01-10,A CORUÑA,35934.0,12.350000000000001
2023-01-10,ALBACETE,21990.0,10.616666666666667
2023-01-10,ALICANTE,24112.0,15.041666666666666
2023-01-10,ALMERIA,21178.0,15.27
2023-01-10,ARABA/ALAVA,15883.0,7.1
2023-01-10,ASTURIAS,48591.0,9.976
2023-01-10,AVILA,16771.0,7.0
2023-01-10,BADAJOZ,43098.0,9.329166666666667
2023-01-10,BALEARES,9664.0,12.08
2023-01-10,BARCELONA,48846.0,7.5874999999999995
2023-01-10,BIZKAIA,17330.0,9.655555555555557
2023-01-10,BURGOS,29668.0,5.121428571428572
2023-01-10,CACERES,61284.0,7.682758620689656
2023-01-10,CADIZ,32355.0,14.126666666666667
2023-01-10,CANTABRIA,43593.0,8.871428571428572
2023-01-10,CASTELLON,19903.0,9.766666666666667
2023-01-10,CEUTA,1038.0,17.4
2023-01-10,CIUDAD REAL,27616.0,9.892307692307693
2023-01-10,CORDOBA,26302.0,10.814285714285715
2023-01-10,CUENCA,18049.0,6.540000000000001
2023-01-10,GIPUZKOA,28873.0,10.053333333333335
2023-01-10,GIRONA,39789.0,7.942857142857143
2023-01-10,GRANADA,24444.0,11.725
2023-01-10,GUADALAJARA,16587.0,5.944444444444445
2023-01-10,HUELVA,25474.0,12.623076923076923
2023-01-10,HUESCA,54961.0,5.582758620689655
2023-01-10,ILLES BALEARS,71180.0,11.716216216216216
2023-01-10,JAEN,24802.0,10.983333333333334
2023-01-10,LA RIOJA,16444.0,7.1375
2023-01-10,LAS PALMAS,74551.0,17.237142857142857
2023-01-10,LEON,21555.0,4.125
2023-01-10,LLEIDA,41834.0,4.577272727272727
2023-01-10,LUGO,22112.0,9.6
2023-01-10,MADRID,39958.0,6.423809523809524
2023-01-10,MALAGA,37531.0,16.45909090909091
2023-01-10,MELILLA,2507.0,18.2
2023-01-10,MURCIA,57375.0,14.248275862068965
2023-01-10,NAVARRA,43877.0,7.15
2023-01-10,OURENSE,23679.0,7.366666666666667
2023-01-10,PALENCIA,14638.0,3.4625
2023-01-10,PONTEVEDRA,29854.0,11.471428571428572
2023-01-10,SALAMANCA,25091.0,6.153846153846154
2023-01-10,SANTA CRUZ DE TENERIFE,15521.0,17.0
